sequencenum,timestamp,context,event,detail,timestampint,contextinint,contextint,contextoutint,eventint,eventoffset,eventsize,eventdata
677,10.026 611 328,"Display","Stop Marker 0x00000001","Ran for 15.136 ms, pass #9",328552,0x00000008000021F0,0x00000008000021F0,0x00000008000021F0,16,3375,3,10 01 00 
678,10.026 611 328,"Display","k_sleep","msec=4294956906 ms",328552,0x00000008000021F0,0x00000008000021F0,0x00000008000021F0,95,3378,8,5F 05 EA AE FF FF 0F 00 
679,10.026 641 846,"Display","Task Stop","",328553,0x00000008000021F0,0x00000008000021F0,0x0000000400000000,5,3386,2,05 01 
680,10.026 641 846,"Tire","Task Run","Runs for 10.131 ms",328553,0x0000000400000000,0x00000008000022B0,0x00000008000022B0,4,3388,4,04 B0 45 00 
681,10.026 641 846,"Tire","k_sleep","Returns 0 after 189.941 ms",328553,0x00000008000022B0,0x00000008000022B0,0x00000008000022B0,28,3392,5,1C 02 5F 00 00 
682,10.026 641 846,"Tire","Start Marker 0x00000002","Runs for 10.101 ms, pass #6",328553,0x00000008000022B0,0x00000008000022B0,0x00000008000022B0,15,3397,3,0F 02 00 
683,10.026 641 846,"Tire","k_busy_wait","Timeout=10000 us",328553,0x00000008000022B0,0x00000008000022B0,0x00000008000022B0,34,3400,5,22 02 90 4E 00 
684,10.036 712 646,"ISR 37","ISR Enter","Runs for 0.000 us",328883,0x00000008000022B0,0x0000000100000025,0x0000000100000025,2,3405,4,02 25 CA 02 
685,10.036 712 646,"ISR 37","Task Ready","Rain, runs after 61.035 us",328883,0x0000000100000025,0x0000000100000025,0x0000000100000025,6,3409,4,06 F0 46 00 
686,10.036 712 646,"ISR 37","ISR Exit","Returns to Tire",328883,0x0000000100000025,0x0000000100000025,0x00000008000022B0,3,3413,2,03 00 
687,10.036 743 164,"Tire","k_busy_wait","Returns after 10.101 ms",328884,0x00000008000022B0,0x00000008000022B0,0x00000008000022B0,28,3415,4,1C 01 22 01 
688,10.036 743 164,"Tire","Stop Marker 0x00000002","Ran for 10.101 ms, pass #6",328884,0x00000008000022B0,0x00000008000022B0,0x00000008000022B0,16,3419,3,10 02 00 
689,10.036 773 682,"Tire","k_sleep","msec=4294956816 ms",328885,0x00000008000022B0,0x00000008000022B0,0x00000008000022B0,95,3422,8,5F 05 90 AE FF FF 0F 01 
690,10.036 773 682,"Tire","Task Stop","",328885,0x00000008000022B0,0x00000008000022B0,0x0000000400000000,5,3430,2,05 00 
691,10.036 773 682,"Rain","Task Run","Runs for 14.495 ms",328885,0x0000000400000000,0x0000000800002370,0x0000000800002370,4,3432,4,04 F0 46 00 
692,10.036 773 682,"Rain","k_sleep","Returns 0 after 214.691 ms",328885,0x0000000800002370,0x0000000800002370,0x0000000800002370,28,3436,5,1C 02 5F 00 00 
693,10.036 804 199,"Rain","Start Marker 0x00000003","Runs for 35.339 ms, pass #5",328886,0x0000000800002370,0x0000000800002370,0x0000000800002370,15,3441,3,0F 03 01 
694,10.036 804 199,"Rain","k_busy_wait","Timeout=25000 us",328886,0x0000000800002370,0x0000000800002370,0x0000000800002370,34,3444,6,22 03 A8 C3 01 00 
695,10.051 269 531,"ISR 37","ISR Enter","Runs for 0.000 us",329360,0x0000000800002370,0x0000000100000025,0x0000000100000025,2,3450,4,02 25 DA 03 
696,10.051 269 531,"ISR 37","Task Ready","Engine, runs after 30.518 us",329360,0x0000000100000025,0x0000000100000025,0x0000000100000025,6,3454,4,06 B0 42 00 
697,10.051 269 531,"ISR 37","ISR Exit","Returns to Rain",329360,0x0000000100000025,0x0000000100000025,0x0000000800002370,3,3458,2,03 00 
698,10.051 269 531,"Rain","Task Stop","",329360,0x0000000800002370,0x0000000800002370,0x0000000400000000,5,3460,2,05 00 
699,10.051 300 049,"Engine","Task Run","Runs for 10.101 ms",329361,0x0000000400000000,0x0000000800002130,0x0000000800002130,4,3462,4,04 B0 42 01 
700,10.051 300 049,"Engine","k_sleep","Returns 0 after 39.855 ms",329361,0x0000000800002130,0x0000000800002130,0x0000000800002130,28,3466,5,1C 02 5F 00 00 
701,10.051 300 049,"Engine","Start Marker 0x00000000","Runs for 10.070 ms, pass #22",329361,0x0000000800002130,0x0000000800002130,0x0000000800002130,15,3471,3,0F 00 00 
702,10.051 300 049,"Engine","k_busy_wait","Timeout=10000 us",329361,0x0000000800002130,0x0000000800002130,0x0000000800002130,34,3474,5,22 02 90 4E 00 
703,10.061 370 850,"Engine","k_busy_wait","Returns after 10.070 ms",329691,0x0000000800002130,0x0000000800002130,0x0000000800002130,28,3479,5,1C 01 22 CA 02 
704,10.061 370 850,"Engine","Stop Marker 0x00000000","Ran for 10.070 ms, pass #22",329691,0x0000000800002130,0x0000000800002130,0x0000000800002130,16,3484,3,10 00 00 
705,10.061 401 367,"Engine","k_sleep","msec=4294956942 ms",329692,0x0000000800002130,0x0000000800002130,0x0000000800002130,95,3487,8,5F 05 8E AF FF FF 0F 01 
706,10.061 401 367,"Engine","Task Stop","",329692,0x0000000800002130,0x0000000800002130,0x0000000400000000,5,3495,2,05 00 
707,10.061 401 367,"Rain","Task Run","Runs for 10.742 ms",329692,0x0000000400000000,0x0000000800002370,0x0000000800002370,4,3497,4,04 F0 46 00 
708,10.072 143 555,"Rain","k_busy_wait","Returns after 35.339 ms",330044,0x0000000800002370,0x0000000800002370,0x0000000800002370,28,3501,5,1C 01 22 E0 02 
709,10.072 143 555,"Rain","Stop Marker 0x00000003","Ran for 35.339 ms, pass #5",330044,0x0000000800002370,0x0000000800002370,0x0000000800002370,16,3506,3,10 03 00 
710,10.072 143 555,"Rain","k_sleep","msec=4294956756 ms",330044,0x0000000800002370,0x0000000800002370,0x0000000800002370,95,3509,8,5F 05 D4 AD FF FF 0F 00 
711,10.072 143 555,"Rain","Task Stop","",330044,0x0000000800002370,0x0000000800002370,0x0000000400000000,5,3517,2,05 00 
712,10.072 174 072,"Idle","System Idle","",330045,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,3519,2,11 01 
713,10.072 174 072,"Idle","System Idle","",330045,0x0000001000000000,0x0000001000000000,0x0000001000000000,17,3521,2,11 00 
714,10.101 257 324,"ISR 37","ISR Enter","Runs for 0.000 us",330998,0x0000001000000000,0x0000000100000025,0x0000000100000025,2,3523,4,02 25 B9 07 
715,10.101 257 324,"ISR 37","Task Ready","Engine, runs after 30.518 us",330998,0x0000000100000025,0x0000000100000025,0x0000000100000025,6,3527,4,06 B0 42 00 
716,10.101 257 324,"ISR 37","ISR Exit","Returns to Idle",330998,0x0000000100000025,0x0000000100000025,0x0000001000000000,3,3531,2,03 00 
717,10.101 287 842,"Idle","Task Stop","",330999,0x0000001000000000,0x0000001000000000,0x0000000400000000,5,3533,2,05 01 
718,10.101 287 842,"Engine","Task Run","Runs for 10.101 ms",330999,0x0000000400000000,0x0000000800002130,0x0000000800002130,4,3535,4,04 B0 42 00 
719,10.101 287 842,"Engine","k_sleep","Returns 0 after 39.886 ms",330999,0x0000000800002130,0x0000000800002130,0x0000000800002130,28,3539,5,1C 02 5F 00 00 
720,10.101 287 842,"Engine","Start Marker 0x00000000","Runs for 10.070 ms, pass #23",330999,0x0000000800002130,0x0000000800002130,0x0000000800002130,15,3544,3,0F 00 00 
721,10.101 287 842,"Engine","k_busy_wait","Timeout=10000 us",330999,0x0000000800002130,0x0000000800002130,0x0000000800002130,34,3547,5,22 02 90 4E 00 
722,10.111 358 643,"Engine","k_busy_wait","Returns after 10.070 ms",331329,0x0000000800002130,0x0000000800002130,0x0000000800002130,28,3552,5,1C 01 22 CA 02 
723,10.111 358 643,"Engine","Stop Marker 0x00000000","Ran for 10.070 ms, pass #23",331329,0x0000000800002130,0x0000000800002130,0x0000000800002130,16,3557,3,10 00 00 
724,10.111 389 160,"Engine","k_sleep","msec=4294956892 ms",331330,0x0000000800002130,0x0000000800002130,0x0000000800002130,95,3560,8,5F 05 DC AE FF FF 0F 01 
725,10.111 389 160,"Engine","Task Stop","",331330,0x0000000800002130,0x0000000800002130,0x0000000400000000,5,3568,2,05 00 
726,10.111 389 160,"Idle","System Idle","",331330,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,3570,2,11 00 
727,10.111 389 160,"Idle","System Idle","",331330,0x0000001000000000,0x0000001000000000,0x0000001000000000,17,3572,2,11 00 
728,10.136 383 057,"ISR 37","ISR Enter","Runs for 0.000 us",332149,0x0000001000000000,0x0000000100000025,0x0000000100000025,2,3574,4,02 25 B3 06 
729,10.136 383 057,"ISR 37","Task Ready","Display, runs after 30.518 us",332149,0x0000000100000025,0x0000000100000025,0x0000000100000025,6,3578,4,06 F0 43 00 
730,10.136 383 057,"ISR 37","ISR Exit","Returns to Idle",332149,0x0000000100000025,0x0000000100000025,0x0000001000000000,3,3582,2,03 00 
731,10.136 413 574,"Idle","Task Stop","",332150,0x0000001000000000,0x0000001000000000,0x0000000400000000,5,3584,2,05 01 
732,10.136 413 574,"Display","Task Run","Runs for 14.862 ms",332150,0x0000000400000000,0x00000008000021F0,0x00000008000021F0,4,3586,4,04 F0 43 00 
733,10.136 413 574,"Display","k_sleep","Returns 0 after 109.802 ms",332150,0x00000008000021F0,0x00000008000021F0,0x00000008000021F0,28,3590,5,1C 02 5F 00 00 
734,10.136 413 574,"Display","Start Marker 0x00000001","Runs for 25.421 ms, pass #10",332150,0x00000008000021F0,0x00000008000021F0,0x00000008000021F0,15,3595,3,0F 01 00 
735,10.136 413 574,"Display","k_busy_wait","Timeout=15000 us",332150,0x00000008000021F0,0x00000008000021F0,0x00000008000021F0,34,3598,5,22 02 98 75 00 
736,10.151 275 635,"ISR 37","ISR Enter","Runs for 0.000 us",332637,0x00000008000021F0,0x0000000100000025,0x0000000100000025,2,3603,4,02 25 E7 03 
737,10.151 275 635,"ISR 37","Task Ready","Engine, runs after 30.518 us",332637,0x0000000100000025,0x0000000100000025,0x0000000100000025,6,3607,4,06 B0 42 00 
738,10.151 275 635,"ISR 37","ISR Exit","Returns to Display",332637,0x0000000100000025,0x0000000100000025,0x00000008000021F0,3,3611,2,03 00 
739,10.151 275 635,"Display","Task Stop","",332637,0x00000008000021F0,0x00000008000021F0,0x0000000400000000,5,3613,2,05 00 
740,10.151 306 152,"Engine","Task Run","Runs for 10.223 ms",332638,0x0000000400000000,0x0000000800002130,0x0000000800002130,4,3615,4,04 B0 42 01 
741,10.151 306 152,"Engine","k_sleep","Returns 0 after 39.916 ms",332638,0x0000000800002130,0x0000000800002130,0x0000000800002130,28,3619,5,1C 02 5F 00 00 
742,10.151 306 152,"Engine","Start Marker 0x00000000","Runs for 10.192 ms, pass #24",332638,0x0000000800002130,0x0000000800002130,0x0000000800002130,15,3624,3,0F 00 00 
743,10.151 306 152,"Engine","k_busy_wait","Timeout=10000 us",332638,0x0000000800002130,0x0000000800002130,0x0000000800002130,34,3627,5,22 02 90 4E 00 
744,10.161 376 953,"Engine","k_busy_wait","Returns after 10.070 ms",332968,0x0000000800002130,0x0000000800002130,0x0000000800002130,28,3632,5,1C 01 22 CA 02 
745,10.161 407 471,"Engine","Start","",332969,0x0000000800002130,0x0000000800002130,0x0000000800002130,10,3647,2,0A 01 
746,10.161 407 471,"Engine","Init","Cycle Freq.: 32768, CPU Freq.: 32768, ID Base: 0x20000000, ID Shift: 0",332969,0x0000000800002130,0x0000000800002130,0x0000000800002130,24,3649,15,18 0C 80 80 02 80 80 02 80 80 80 80 02 00 00 
747,10.161 407 471,"Engine","System Description","N=ZephyrSysView",332969,0x0000000800002130,0x0000000800002130,0x0000000800002130,14,3664,18,0E 0F 4E 3D 5A 65 70 68 79 72 53 79 73 56 69 65 77 00 
748,10.161 407 471,"Engine","System Description","D=nrf5340dk nordic_nrf arm",332969,0x0000000800002130,0x0000000800002130,0x0000000800002130,14,3682,29,0E 1A 44 3D 6E 72 66 35 33 34 30 64 6B 20 6E 6F 72 64 69 63 5F 6E 72 66 20 61 72 6D 00 
749,10.161 437 988,"Engine","System Description","O=Zephyr",332970,0x0000000800002130,0x0000000800002130,0x0000000800002130,14,3711,11,0E 08 4F 3D 5A 65 70 68 79 72 01 
750,10.161 437 988,"Engine","System Description","C=nrf5340/cpuapp",332970,0x0000000800002130,0x0000000800002130,0x0000000800002130,14,3722,19,0E 10 43 3D 6E 72 66 35 33 34 30 2F 63 70 75 61 70 70 00 
751,10.161 437 988,"Engine","System Time (us)","341249 us",332970,0x0000000800002130,0x0000000800002130,0x0000000800002130,13,3741,6,0D 81 EA 14 00 00 
752,10.161 437 988,"Engine","Task Info","Rain (0x00002370): Priority=10",332970,0x0000000800002130,0x0000000800002130,0x0000000800002130,9,3747,10,09 F0 46 0A 04 52 61 69 6E 00 
753,10.161 468 506,"Engine","Stack Info","Rain (0x00002370): 1024 @ 0x20003988",332971,0x0000000800002130,0x0000000800002130,0x0000000800002130,21,3757,12,15 F0 46 88 F3 80 80 02 80 08 00 01 
754,10.161 468 506,"Engine","Task Info","Tire (0x000022B0): Priority=9",332971,0x0000000800002130,0x0000000800002130,0x0000000800002130,9,3769,10,09 B0 45 09 04 54 69 72 65 00 
755,10.161 468 506,"Engine","Stack Info","Tire (0x000022B0): 1024 @ 0x20003588",332971,0x0000000800002130,0x0000000800002130,0x0000000800002130,21,3779,12,15 B0 45 88 EB 80 80 02 80 08 00 00 
756,10.161 468 506,"Engine","Task Info","Display (0x000021F0): Priority=8",332971,0x0000000800002130,0x0000000800002130,0x0000000800002130,9,3791,13,09 F0 43 08 07 44 69 73 70 6C 61 79 00 
757,10.161 468 506,"Engine","Stack Info","Display (0x000021F0): 1024 @ 0x20003188",332971,0x0000000800002130,0x0000000800002130,0x0000000800002130,21,3804,12,15 F0 43 88 E3 80 80 02 80 08 00 00 
758,10.161 499 023,"Engine","Task Info","Engine (0x00002130): Priority=7",332972,0x0000000800002130,0x0000000800002130,0x0000000800002130,9,3816,12,09 B0 42 07 06 45 6E 67 69 6E 65 01 
759,10.161 499 023,"Engine","Stack Info","Engine (0x00002130): 1024 @ 0x20002D88",332972,0x0000000800002130,0x0000000800002130,0x0000000800002130,21,3828,12,15 B0 42 88 DB 80 80 02 80 08 00 00 
760,10.161 499 023,"Engine","Task Info","main (0x00002810): Priority=0",332972,0x0000000800002130,0x0000000800002130,0x0000000800002130,9,3840,10,09 90 50 00 04 6D 61 69 6E 00 
761,10.161 499 023,"Engine","Stack Info","main (0x00002810): 4096 @ 0x200056C8",332972,0x0000000800002130,0x0000000800002130,0x0000000800002130,21,3850,12,15 90 50 C8 AD 81 80 02 80 20 00 00 
762,10.161 499 023,"Engine","Num Modules","Registered Modules: 0",332972,0x0000000800002130,0x0000000800002130,0x0000000800002130,27,3862,4,1B 01 00 00 
763,10.161 499 023,"Engine","Stop Marker 0x00000000","Ran for 10.192 ms, pass #24",332972,0x0000000800002130,0x0000000800002130,0x0000000800002130,16,3866,3,10 00 00 
764,10.161 529 541,"Engine","k_sleep","msec=4294956842 ms",332973,0x0000000800002130,0x0000000800002130,0x0000000800002130,95,3869,8,5F 05 AA AE FF FF 0F 01 
765,10.161 529 541,"Engine","Task Stop","",332973,0x0000000800002130,0x0000000800002130,0x0000000400000000,5,3877,2,05 00 
766,10.161 529 541,"Display","Task Run","Runs for 305.176 us",332973,0x0000000400000000,0x00000008000021F0,0x00000008000021F0,4,3879,4,04 F0 43 00 
767,10.161 804 199,"Display","k_busy_wait","Returns after 25.390 ms",332982,0x00000008000021F0,0x00000008000021F0,0x00000008000021F0,28,3883,4,1C 01 22 09 
768,10.161 834 717,"Display","Stop Marker 0x00000001","Ran for 25.421 ms, pass #10",332983,0x00000008000021F0,0x00000008000021F0,0x00000008000021F0,16,3887,3,10 01 01 
769,10.161 834 717,"Display","k_sleep","msec=4294956781 ms",332983,0x00000008000021F0,0x00000008000021F0,0x00000008000021F0,95,3890,8,5F 05 ED AD FF FF 0F 00 
770,10.161 834 717,"Display","Task Stop","",332983,0x00000008000021F0,0x00000008000021F0,0x0000000400000000,5,3898,2,05 00 
771,10.161 834 717,"Idle","System Idle","",332983,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,3900,2,11 00 
772,10.161 834 717,"Idle","System Idle","",332983,0x0000001000000000,0x0000001000000000,0x0000001000000000,17,3902,2,11 00 
773,10.201 263 428,"ISR 37","ISR Enter","Runs for 0.000 us",334275,0x0000001000000000,0x0000000100000025,0x0000000100000025,2,3904,4,02 25 8C 0A 
774,10.201 263 428,"ISR 37","Task Ready","Engine, runs after 30.518 us",334275,0x0000000100000025,0x0000000100000025,0x0000000100000025,6,3908,4,06 B0 42 00 
775,10.201 263 428,"ISR 37","ISR Exit","Returns to Idle",334275,0x0000000100000025,0x0000000100000025,0x0000001000000000,3,3912,2,03 00 
776,10.201 293 945,"Idle","Task Stop","",334276,0x0000001000000000,0x0000001000000000,0x0000000400000000,5,3914,2,05 01 
777,10.201 293 945,"Engine","Task Run","Runs for 10.101 ms",334276,0x0000000400000000,0x0000000800002130,0x0000000800002130,4,3916,4,04 B0 42 00 
778,10.201 293 945,"Engine","k_sleep","Returns 0 after 39.764 ms",334276,0x0000000800002130,0x0000000800002130,0x0000000800002130,28,3920,5,1C 02 5F 00 00 
779,10.201 293 945,"Engine","Start Marker 0x00000000","Runs for 10.101 ms, pass #25",334276,0x0000000800002130,0x0000000800002130,0x0000000800002130,15,3925,3,0F 00 00 
780,10.201 293 945,"Engine","k_busy_wait","Timeout=10000 us",334276,0x0000000800002130,0x0000000800002130,0x0000000800002130,34,3928,5,22 02 90 4E 00 
781,10.211 364 746,"Engine","k_busy_wait","Returns after 10.070 ms",334606,0x0000000800002130,0x0000000800002130,0x0000000800002130,28,3933,5,1C 01 22 CA 02 
782,10.211 395 264,"Engine","Stop Marker 0x00000000","Ran for 10.101 ms, pass #25",334607,0x0000000800002130,0x0000000800002130,0x0000000800002130,16,3938,3,10 00 01 
783,10.211 395 264,"Engine","k_sleep","msec=4294956792 ms",334607,0x0000000800002130,0x0000000800002130,0x0000000800002130,95,3941,8,5F 05 F8 AD FF FF 0F 00 
784,10.211 395 264,"Engine","Task Stop","",334607,0x0000000800002130,0x0000000800002130,0x0000000400000000,5,3949,2,05 00 
785,10.211 395 264,"Idle","System Idle","",334607,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,3951,2,11 00 
786,10.211 395 264,"Idle","System Idle","",334607,0x0000001000000000,0x0000001000000000,0x0000001000000000,17,3953,2,11 00 
787,10.226 562 500,"ISR 37","ISR Enter","Runs for 0.000 us",335104,0x0000001000000000,0x0000000100000025,0x0000000100000025,2,3955,4,02 25 F1 03 
788,10.226 562 500,"ISR 37","Task Ready","Tire, runs after 30.518 us",335104,0x0000000100000025,0x0000000100000025,0x0000000100000025,6,3959,4,06 B0 45 00 
789,10.226 562 500,"ISR 37","ISR Exit","Returns to Idle",335104,0x0000000100000025,0x0000000100000025,0x0000001000000000,3,3963,2,03 00 
790,10.226 593 018,"Idle","Task Stop","",335105,0x0000001000000000,0x0000001000000000,0x0000000400000000,5,3965,2,05 01 
791,10.226 593 018,"Tire","Task Run","Runs for 10.101 ms",335105,0x0000000400000000,0x00000008000022B0,0x00000008000022B0,4,3967,4,04 B0 45 00 
792,10.226 593 018,"Tire","k_sleep","Returns 0 after 189.819 ms",335105,0x00000008000022B0,0x00000008000022B0,0x00000008000022B0,28,3971,5,1C 02 5F 00 00 
793,10.226 593 018,"Tire","Start Marker 0x00000002","Runs for 10.070 ms, pass #7",335105,0x00000008000022B0,0x00000008000022B0,0x00000008000022B0,15,3976,3,0F 02 00 
794,10.226 593 018,"Tire","k_busy_wait","Timeout=10000 us",335105,0x00000008000022B0,0x00000008000022B0,0x00000008000022B0,34,3979,5,22 02 90 4E 00 
795,10.236 663 818,"Tire","k_busy_wait","Returns after 10.070 ms",335435,0x00000008000022B0,0x00000008000022B0,0x00000008000022B0,28,3984,5,1C 01 22 CA 02 
796,10.236 663 818,"Tire","Stop Marker 0x00000002","Ran for 10.070 ms, pass #7",335435,0x00000008000022B0,0x00000008000022B0,0x00000008000022B0,16,3989,3,10 02 00 
797,10.236 694 336,"Tire","k_sleep","msec=4294956616 ms",335436,0x00000008000022B0,0x00000008000022B0,0x00000008000022B0,95,3992,8,5F 05 C8 AC FF FF 0F 01 
798,10.236 694 336,"Tire","Task Stop","",335436,0x00000008000022B0,0x00000008000022B0,0x0000000400000000,5,4000,2,05 00 
799,10.236 694 336,"Idle","System Idle","",335436,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,4002,2,11 00 
800,10.236 694 336,"Idle","System Idle","",335436,0x0000001000000000,0x0000001000000000,0x0000001000000000,17,4004,2,11 00 
801,10.251 251 221,"ISR 37","ISR Enter","Runs for 0.000 us",335913,0x0000001000000000,0x0000000100000025,0x0000000100000025,2,4006,4,02 25 DD 03 
802,10.251 251 221,"ISR 37","Task Ready","Engine, runs after 30.518 us",335913,0x0000000100000025,0x0000000100000025,0x0000000100000025,6,4010,4,06 B0 42 00 
803,10.251 251 221,"ISR 37","ISR Exit","Returns to Idle",335913,0x0000000100000025,0x0000000100000025,0x0000001000000000,3,4014,2,03 00 
804,10.251 281 738,"Idle","Task Stop","",335914,0x0000001000000000,0x0000001000000000,0x0000000400000000,5,4016,2,05 01 
805,10.251 281 738,"Engine","Task Run","Runs for 10.131 ms",335914,0x0000000400000000,0x0000000800002130,0x0000000800002130,4,4018,4,04 B0 42 00 
806,10.251 281 738,"Engine","k_sleep","Returns 0 after 39.886 ms",335914,0x0000000800002130,0x0000000800002130,0x0000000800002130,28,4022,5,1C 02 5F 00 00 
807,10.251 281 738,"Engine","Start Marker 0x00000000","Runs for 10.101 ms, pass #26",335914,0x0000000800002130,0x0000000800002130,0x0000000800002130,15,4027,3,0F 00 00 
808,10.251 281 738,"Engine","k_busy_wait","Timeout=10000 us",335914,0x0000000800002130,0x0000000800002130,0x0000000800002130,34,4030,5,22 02 90 4E 00 
809,10.261 352 539,"Engine","k_busy_wait","Returns after 10.070 ms",336244,0x0000000800002130,0x0000000800002130,0x0000000800002130,28,4035,5,1C 01 22 CA 02 
810,10.261 383 057,"ISR 37","ISR Enter","Runs for 0.000 us",336245,0x0000000800002130,0x0000000100000025,0x0000000100000025,2,4040,3,02 25 01 
811,10.261 383 057,"ISR 37","Task Ready","Display, runs after 30.518 us",336245,0x0000000100000025,0x0000000100000025,0x0000000100000025,6,4043,4,06 F0 43 00 
812,10.261 383 057,"ISR 37","ISR Exit","Returns to Engine",336245,0x0000000100000025,0x0000000100000025,0x0000000800002130,3,4047,2,03 00 
813,10.261 383 057,"Engine","Stop Marker 0x00000000","Ran for 10.101 ms, pass #26",336245,0x0000000800002130,0x0000000800002130,0x0000000800002130,16,4049,3,10 00 00 
814,10.261 413 574,"Engine","k_sleep","msec=4294956742 ms",336246,0x0000000800002130,0x0000000800002130,0x0000000800002130,95,4052,8,5F 05 C6 AD FF FF 0F 01 
815,10.261 413 574,"Engine","Task Stop","",336246,0x0000000800002130,0x0000000800002130,0x0000000400000000,5,4060,2,05 00 
816,10.261 413 574,"Display","Task Run","Runs for 15.167 ms",336246,0x0000000400000000,0x00000008000021F0,0x00000008000021F0,4,4062,4,04 F0 43 00 
817,10.261 413 574,"Display","k_sleep","Returns 0 after 99.578 ms",336246,0x00000008000021F0,0x00000008000021F0,0x00000008000021F0,28,4066,5,1C 02 5F 00 00 
818,10.261 444 092,"Display","Start Marker 0x00000001","Runs for 15.106 ms, pass #11",336247,0x00000008000021F0,0x00000008000021F0,0x00000008000021F0,15,4071,3,0F 01 01 
819,10.261 444 092,"Display","k_busy_wait","Timeout=15000 us",336247,0x00000008000021F0,0x00000008000021F0,0x00000008000021F0,34,4074,5,22 02 98 75 00 
820,10.276 550 293,"Display","k_busy_wait","Returns after 15.106 ms",336742,0x00000008000021F0,0x00000008000021F0,0x00000008000021F0,28,4079,5,1C 01 22 EF 03 
821,10.276 550 293,"Display","Stop Marker 0x00000001","Ran for 15.106 ms, pass #11",336742,0x00000008000021F0,0x00000008000021F0,0x00000008000021F0,16,4084,3,10 01 00 
822,10.276 550 293,"Display","k_sleep","msec=4294956656 ms",336742,0x00000008000021F0,0x00000008000021F0,0x00000008000021F0,95,4087,8,5F 05 F0 AC FF FF 0F 00 
823,10.276 580 811,"Display","Task Stop","",336743,0x00000008000021F0,0x00000008000021F0,0x0000000400000000,5,4095,2,05 01 
824,10.276 580 811,"Idle","System Idle","",336743,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,4097,2,11 00 
825,10.276 580 811,"Idle","System Idle","",336743,0x0000001000000000,0x0000001000000000,0x0000001000000000,17,4099,2,11 00 
826,10.286 712 646,"ISR 37","ISR Enter","Runs for 0.000 us",337075,0x0000001000000000,0x0000000100000025,0x0000000100000025,2,4101,4,02 25 CC 02 
827,10.286 712 646,"ISR 37","Task Ready","Rain, runs after 30.518 us",337075,0x0000000100000025,0x0000000100000025,0x0000000100000025,6,4105,4,06 F0 46 00 
828,10.286 712 646,"ISR 37","ISR Exit","Returns to Idle",337075,0x0000000100000025,0x0000000100000025,0x0000001000000000,3,4109,2,03 00 
829,10.286 743 164,"Idle","Task Stop","",337076,0x0000001000000000,0x0000001000000000,0x0000000400000000,5,4111,2,05 01 
830,10.286 743 164,"Rain","Task Run","Runs for 14.526 ms",337076,0x0000000400000000,0x0000000800002370,0x0000000800002370,4,4113,4,04 F0 46 00 
831,10.286 743 164,"Rain","k_sleep","Returns 0 after 214.599 ms",337076,0x0000000800002370,0x0000000800002370,0x0000000800002370,28,4117,5,1C 02 5F 00 00 
832,10.286 743 164,"Rain","Start Marker 0x00000003","Runs for 35.339 ms, pass #6",337076,0x0000000800002370,0x0000000800002370,0x0000000800002370,15,4122,3,0F 03 00 
833,10.286 743 164,"Rain","k_busy_wait","Timeout=25000 us",337076,0x0000000800002370,0x0000000800002370,0x0000000800002370,34,4125,6,22 03 A8 C3 01 00 
834,10.301 269 531,"ISR 37","ISR Enter","Runs for 0.000 us",337552,0x0000000800002370,0x0000000100000025,0x0000000100000025,2,4131,4,02 25 DC 03 
835,10.301 269 531,"ISR 37","Task Ready","Engine, runs after 30.518 us",337552,0x0000000100000025,0x0000000100000025,0x0000000100000025,6,4135,4,06 B0 42 00 
836,10.301 269 531,"ISR 37","ISR Exit","Returns to Rain",337552,0x0000000100000025,0x0000000100000025,0x0000000800002370,3,4139,2,03 00 
837,10.301 269 531,"Rain","Task Stop","",337552,0x0000000800002370,0x0000000800002370,0x0000000400000000,5,4141,2,05 00 
838,10.301 300 049,"Engine","Task Run","Runs for 10.101 ms",337553,0x0000000400000000,0x0000000800002130,0x0000000800002130,4,4143,4,04 B0 42 01 
839,10.301 300 049,"Engine","k_sleep","Returns 0 after 39.886 ms",337553,0x0000000800002130,0x0000000800002130,0x0000000800002130,28,4147,5,1C 02 5F 00 00 
840,10.301 300 049,"Engine","Start Marker 0x00000000","Runs for 10.070 ms, pass #27",337553,0x0000000800002130,0x0000000800002130,0x0000000800002130,15,4152,3,0F 00 00 
841,10.301 300 049,"Engine","k_busy_wait","Timeout=10000 us",337553,0x0000000800002130,0x0000000800002130,0x0000000800002130,34,4155,5,22 02 90 4E 00 
842,10.311 370 850,"Engine","k_busy_wait","Returns after 10.070 ms",337883,0x0000000800002130,0x0000000800002130,0x0000000800002130,28,4160,5,1C 01 22 CA 02 
843,10.311 370 850,"Engine","Stop Marker 0x00000000","Ran for 10.070 ms, pass #27",337883,0x0000000800002130,0x0000000800002130,0x0000000800002130,16,4165,3,10 00 00 
844,10.311 401 367,"Engine","k_sleep","msec=4294956692 ms",337884,0x0000000800002130,0x0000000800002130,0x0000000800002130,95,4168,8,5F 05 94 AD FF FF 0F 01 
845,10.311 401 367,"Engine","Task Stop","",337884,0x0000000800002130,0x0000000800002130,0x0000000400000000,5,4176,2,05 00 
